Ｔ恤	/T shirt/
巴拉迪尔	/Balladur/
巴拉戈湖	/Lake Baringo/
巴拉圭	/Paraguay/
巴拉科亚	/Baracoa/
巴拉那	/Parana/
巴勒斯坦	/Palestine/
巴雷西	/Barresi/
巴黎	/Paris/
巴黎公社	/The Paris Commune/
巴里	/Bary/
巴利	/Bali/
巴利马尼	/Ballymoney/
巴利米纳	/Ballymena/
巴利亚多利德	/Valladolid/
巴林	/Bahrain/
巴领旁	/Palembang/
巴伦西亚	/Valencia/
巴马科	/Bamako/
巴拿马	/Panama/
巴拿马运河	/Panama Canal/
巴尼	/Barney/
巴尼亚卢卡	/Banja Luka/
巴乔	/Bacjo/
巴塞罗那	/Barcelona/
巴瑟斯特	/Bathurst/
巴山	/Prasarn/Tomoeyama/
巴士	/bus/
巴士拉	/Basra/
巴斯克	/Basque/
巴斯克语	/Basque/Basque language/
巴松管	/bassoon/
巴吞鲁日	/Baton Rouge/
巴望	/look forward to/
巴西	/Brazil/
巴西莱	/Basile/
巴西利亚	/Brasilia/
巴亚尔塔港	/Puerto Vallarta/
巴掌	/palm/hand/
拔	/pull up/pull out/select/promote/
拔除	/pull out/remove/
拔掉	/pluck/
拔钉锤	/claw hammer/
拔顶	/topping/
拔毒	/draw out pus by applying a plaster to the affected area/
拔高	/raise/
拔根	/uproot/
拔罐子	/cupping technique used in traditional Chinese medicine/
拔海	/elevate above sea level/
拔河	/tug-of-war/
拔火罐儿	/cupping technique used in traditional Chinese medicine/
拔尖	/tiptop/push oneself to the front/
拔尖儿	/tiptop/top notch/
拔节	/jointing/
拔锚	/weigh anchor/
拔苗助长	/spoil things through excessive enthusiasm/
拔染	/discharge/
拔丝	/wire drawing/candied floss/
拔腿	/at once/
拔牙	/pull out a tooth/
拔秧	/pull up seedlings/
拔营	/strike camp/
跋	/travel/walk/
跋山涉水	/climb mountains and cross rivers/
跋涉	/trudge/trek/
跋扈	/domineering/bossy/
靶	/target/mark/
靶场	/shooting range/range/
靶船	/target ship/
靶机	/target drone/
靶心	/bull's eye/
靶纸	/target sheet/
靶子	/target/
把	/hold/contain/grasp/take hold of/handle/(marker for direct-object)/(a measure word)/
把柄	/handle/
把持	/control/dominate/monopolize/
把舵	/hold the rudder/hold the helm/steer/
把儿	/handle/grip/stem/
把风	/on the lookout/keep watch/
把关	/guard a pass/check on/
把酒	/raise one's wine cup/fill a wine cup for sb/
把式	/person skilled in a trade/skill/
把手	/handle/grip/knob/
把守	/guard/
把头	/labor contractor/gang-master/
把稳	/trustworthy/dependable/
把握	/grasp/seize/hold/assurance/certainty/
把戏	/acrobatics/jugglery/cheap trick/game/
把兄弟	/sworn brothers/
把子	/handle/
耙	/rake/harrow/
坝	/dam/dike/embankment/
坝子	/dam/
霸	/feudal chief/rule by force/tyrant/lord/master/hegemony/usurp/
霸道	/overbearing/high-handed/strong/potent/rule by force/
霸权	/hegemony/supremacy/
霸权主义	/hegemonism/
霸王	/Xiang Yu the Conqueror/overlord/despot/
霸王鞭	/rattle stick/rattle stick dance/
霸占	/forcibly occupy/seize/
霸主	/overlord/hegemon/powerful chief of the princes of the Spring and Autumn Period (770-476 BC)/
罢	/stop/cease/dismiss/suspend/quit/finish/
罢工	/strike/go on strike/
罢工运动	/strike movement/
罢官	/dismiss from office/
罢教	/teacher's strike/
罢课	/student's strike/
罢了	/never mind/that's all/only/nothing much/(modal particle indicating nothing much, don't mind it, ok, etc)/
罢论	/abandoned idea/dropped idea/
罢免	/dismiss from office/
罢市	/shopkeeper's strike/
罢手	/give up/
罢休	/give up/abandon/let it go/forget it/let matter drop/
罢黜	/dismiss from office/ban/reject/
爸	/father/dad/pa/papa/
爸爸	/father/
白	/white/snowy/empty/blank/bright/clear/plain/pure/gratuitous/
白矮星	/white dwarf/
白白	/in vain/to no purpose/for nothing/
白斑	/white fleck/
白班儿	/day shift/
白报纸	/newsprint/
白壁微瑕	/slight blemish/
白壁无瑕	/impeccable moral integrity/
白冰冰	/Pai Ping-ping/
白布	/plain white cloth/calico/
白菜	/Chinese cabbage/
白城	/Baicheng/
白吃	/eat for free/bilk/
白痴	/idiocy/idiot/
白炽	/white heat/incandescence/
白炽灯	/incandescent lamp/
白搭	/no use/no good/
白打	/strike in vain/
白蛋白	/albumin/
白道	/moon's path/
白底	/white bottom/white background/
白地	/empty ground/
白帝城	/Baidicheng/
白点	/white spot/
白俄罗斯	/Belorussia/Byelorussia/
白发	/white hair/grey hair/
白发苍苍	/full of white hairs/
白饭	/plain cooked rice/rice with nothing to go with it/
白匪	/White bandits/anticommunist bandits/
白费	/waste/
白费劲	/waste one's energy/
白粉	/white powder/ceruse/
白粉病	/powdery mildew/
白干	/doing something without payment/wasted work/
白宫	/White House/
白骨	/bones of the dead/
白骨顶	/coot/
白果	/ginkgo/
白河	/Baihe River/
白鹤	/white crane/
白喉	/diphtheria/
白狐	/arctic fox/
白虎	/white tiger/
白花花	/shining white/
白花蛇	/long-nosed pit viper/
白化	/become albinic/
白化病	/albinism/
白话	/vernacular language/
白话文	/vernacular literature/writings in the vernacular/
白灰	/lime/
白僵蚕	/the larva of silkworm with batrytis/
白金	/platinum/
白金汉	/Buckinghamshire/
白金汉宫	/Buckingham Palace/
白净	/fair and clear/
白酒	/white spirit/
白居易	/Bai Juyi/
白卷	/blank examine paper/
白军	/White army/anticommunist army/
白开水	/plain boiled water/
白口	/white iron/white/
白口铁	/white iron/
白口罩	/white gauze mask/
白蜡	/white wax/insect wax/
白蜡虫	/wax insect/
白蜡树	/wax tree/
白兰	/Bai Lan/
白兰地	/brandy/
白兰花	/white orchid/
白朗	/Bailang/Bai Lang/
白痢	/white diarrhea/dysentery characterized by white mucous stool/
白莲教	/White Lotus Society/
白脸	/white face/face painting in Beijing Opera etc/
白磷	/white phosphorus/
白令海	/the Bering Sea/
白榴石	/leucite/
白龙江	/Bailongjiang River/
白露	/White Dew/15th solar term/
白马	/white horse/
白茫茫	/a vast expanse of whiteness/
白毛女	/White-Haired Girl/
白煤	/anthracite/hard coal/white coal/waterpower/
白米	/polished rice/
白棉纸	/stencil tissue paper/
白面	/wheat flour/flour/
白面儿	/heroin/
白面书生	/pale-faced scholar/
白描	/line drawing in traditional ink and brush style/simple and straightforward style of writing/
白木耳	/tremella/
白内障	/cataract/
白砒	/white arsenic/arsenic trioxide/
白皮书	/the White-Covered Book/
白皮松	/lacebark pine/
白旗	/white flag/
白乾儿	/spirit/
白区	/area controlled by KMT/
白屈菜	/greater celandine/
白热	/white heat/incandescence/
白热化	/turn white hot/
白人	/white man and woman/
白人种族主义	/Caucasian racism/
白刃	/naked sword/
白日	/daytime/
白日做梦	/day dream/indulge in wishful thinking/
白肉	/plain boiled pork/
白色	/white/white color/
白色恐怖	/White Terror/
白色人种	/the white race/
白色体	/leucoplast/
白沙	/white sand/Bai Sha/
白沙土	/white sandy soil/
白沙瓦	/Peshawar/
白芍	/peeled root of herbaceous peony/
白蛇传	/Tale of the White Snake/Madam White Snake/
白石	/Baishi/
白手	/from scratch/from nothing/
白手起家	/build up from nothing/start from scratch/
白薯	/sweet potato/
白术	/the rhizome of large-headed atractylodes/Atractylodes macrocephaia/
白水	/plain water/Baishui/
白水泥	/white cement/
白苏	/common perilla/
白素贞	/Bai Suzhen/
白塔	/Sule Pagoda/Baita/
白塔山	/Baita Mountain/
白糖	/white sugar/refined sugar/
白陶	/white pottery/
白体	/lean typeface/
白天	/daytime/during the day/day/
白天鹅	/goose/
白铁	/galvanized iron/
白铁皮	/galvanized iron plate/
白铜	/copper-nickel alloy/
白头	/hoary head/old age/
白头翁	/Chinese bulbul/root of Chinese pulsatilla/
白头谐老	/live to ripe old age in conjugal bliss/remain a devoted couple to the end of their lives/
白头偕老	/live to ripe old age in conjugal bliss/remain a devoted couple to the end of their live/
白文	/the text of an annotated book/unannotated edition of a book/
白钨矿	/scheelite/
白细胞	/white blood cell/leucocyte/
白相	/visit/
白晓燕	/Pai Hsiao-yen/
白熊	/polar bear/white bear/
白血病	/leukemia/
白血球	/white blood cell/leucocyte/
白眼	/supercilious look/
白眼珠	/the white of the eye/
白杨	/poplar/
白杨树	/poplar/
白洋淀	/Baiyang Dian/
白药	/baiyao/white medicinal powder/
白夜	/White Night/
白衣战士	/medical worker/
白疑	/idiot/
白蚁	/termite/white ant/
白银	/silver/
白银矿	/silver ore/
白鱼	/white fish/
白羽	/white feather/
白玉	/white jade/
白玉雕塑	/white jade sculpture/
白玉兰	/white yulan magnolia/
白玉米	/white corn/
白云	/white clouds/Baiyun/
白云母	/muscovite/white mica/
白云山	/Baiyunshan/Baiyun Mountain/
白云石	/dolomite/
白纸	/white paper/
白纸黑字	/written in black and white/in black and white/
白质	/white matter/
白种	/the white race/
白昼	/daytime/
白昼夜晚	/daytime and night/day and night/
白浊	/gonorrhea/
白字	/wrongly written and mispronounced character/
白族	/Bai nationality/
白垩	/chalk/
白桦	/white birch/
白鹭	/egret/
柏	/cedar/cypress/Bo/
柏拉图	/Plato/
柏林	/Berlin/
柏林墙	/Berlin Wall/
柏木	/cypress wood/
柏树	/cypress/
柏油	/pitch/tar/asphalt/
柏油路	/asphalt road/
百	/hundred/
百般	/in hundred and one ways/in every possible way/by every means/
百倍	/hundredfold/a hundred times/
百步穿杨	/shoot with great precision/
百尺杆头　更尽一步	/make still further progress/
百尺杆头，更尽一步	/make still further progress/
百尺杆头更尽一步	/make still further progress/
百尺竿头	/make further progress/
百出	/full of/
百川归海	/all things tends in one direction/
百读不厌	/worth reading a hundred times/
百端待举	/a thousand things remain to be done/numerous tasks remain to be undertaken/
百儿八十	/about a hundred/a hundred or so/
百发百中	/every shot hits the target/shoot with unfailing accuracy/be a crack shot/
百废俱兴	/all neglected tasks are being undertaken/full scale reconstruction is under way/
百分	/percent/percentage/
百分比	/percentage/
百分表	/percentage table/
百分点	/percentage point/
百分率	/percentage/per cent/
百分数	/percentage/
百分之	/percent/
百分之百	/a hundred percent/out and out/absolutely/
百分之九十	/90 percent/
百分之五十	/fifty percent/
百分制	/hundred mark system/
百感交集	/all sorts of feelings well up in one's heart/
百官	/hundred officials/
百合	/lily/
百合花	/lily/
百户	/hundred households/
百花	/hundred flowers/
百花齐放	/a hundred flowers bloom together/
百会	/Baihui/
百货	/general merchandise/
百货店	/department store/
百货公司	/department store/
百货商场	/general merchandise market/
百货商店	/department store/
百济	/Baiji/hundred aids/
百家争鸣	/hundred schools of thought contend/
百科全书	/encyclopedia/
百孔千疮	/riddled with gaping wounds/afflicted with all ills/
百老汇	/Broadway/
百里	/hundred li/hundred miles/
百里挑一	/one in a hundred/cream of the crop/
百炼成钢	/tempered into a steel/
百两	/hundred liang/hundred ounces/
百灵	/lark/
百米赛	/100-meter dash/hectometer match/
百米赛跑	/100-meter dash/
百慕达	/Bermuda/
百慕大	/Bermuda/
百年	/a hundred years/a century/lifetime/
百年大计	/project of vital and lasting importance/
百年好合	/hundred years of love/eternal love/
百年后	/after one's death/after hundred years/
百年来	/for a hundred years/
百年历史	/a hundred years of history/
百日	/a hundred days/
百色	/Baise/
百十	/a hundred or so/
百事通	/knowledgeable person/know all/
百思不解	/remain puzzled after pondering over/remain perplexed despite much thought/
百听不厌	/worth hearing a hundred times/
百万	/million/millions/
百万吨	/million ton/
百万富翁	/millionaire/
百闻不如一见	/seeing for oneself is a hundred times better than hearing from others/
百无聊赖	/bored to death/bored stiff/overcome with boredom/
百无一失	/no danger of anything going wrong/no risk at all/
百县	/Baixian County/
百祥	/a hundred signs of auspiciousness/
百姓	/common people/
百页窗	/blinds/
百业	/a hundred industries/all industries/
百叶窗	/shutter/blind/
百叶箱	/thermometer screen/
百依百顺	/docile and obedient/all obedience/
百元	/hundred Yuan/
百战百胜	/emerge victorious in every battle/ever-victorious/
百折不挠	/keep on fighting in spite of all setbacks/undaunted by repeated setbacks/indomitable/
百足之虫　死而不僵	/a centipede dies but never falls down/old institutions die hard/
百足之虫，死而不僵	/a centipede dies but never falls down/old institutions die hard/
百足之虫死而不僵	/a centipede dies but never falls down/old institutions die hard/
摆	/hem at the bottom of garment/pendulum/place/display/swing/oscillate/show/move/exhibit/
摆布	/order about/manipulate/
摆荡吊环	/swinging rings/
摆动	/swing/sway/
摆渡	/ferry/
摆架子	/put on airs/assume great airs/
摆阔	/parade one's wealth/ostentatious and extravagant/
摆龙门阵	/chat/gossip/spin a yarn/
摆轮	/balance wheel/
摆门面	/keep up appearances/
摆弄	/move back and forth/fiddle with/
摆设	/furnish and decorate/
摆设儿	/ornaments/furnishings/
摆事实	/present the facts/
摆事实　讲道理	/present the facts and reason things out/
摆事实，讲道理	/present the facts and reason things out/
摆事实讲道理	/present the facts and reason things out/
摆摊子	/set up a stall/maintain a large staff and organization/
摆脱	/break away from/cast away/get rid of/break away/break from/break out/break of/free oneself from/extricate oneself from/
摆脱危机	/break out of a crisis/
摆线	/cycloid/
摆样子	/do something for show/
摆钟	/pendulum clock/
摆子	/malaria/
佰	/hundred/
败	/defeated/defeat/loss/
败北	/suffer defeat/lose a battle/
败笔	/faulty stroke/faulty expression/
败坏	/ruin/corrupt/undermine/
败火	/relieve inflammation/relieve internal heat/
败绩	/utterly defeated/routed/
败家子	/spendthrift/wastrel/prodigal/
败局	/lost game/losing battle/
败类	/scum of a community/degenerate/
败露	/fall through and stand exposed/
败落	/decline/
败诉	/lose a lawsuit/
败退	/retreat in defeat/
败亡	/suffer a defeat and flee/
败胃	/spoil one's appetite/
败兴	/disappointed/
败血症	/septicemia/
败战	/defeated war/lost war/
败仗	/lost battle/defeat/
败阵	/defeated on the battlefield/beaten in a contest/
败子回头	/return of the prodigal son/
拜	/pay respect/worship/visit/salute/
拜把子	/become sworn brothers/
拜别	/take leave of/
拜倒	/prostrate oneself/fall on one's knees/grovel/
拜读	/read with respect/
拜访	/pay a visit/call on/
拜佛	/worship Buddha/
拜汉盖萨卜	/Baihan Al Qasab/
拜会	/pay an official call/call on/visit in an official capacity/
拜见	/pay a formal visit/call to pay respects/meet one's senior/meet one's superior/
拜金主义	/money worship/
拜渴	/pay a formal visit/call to pay respects/pay homage/
拜年	/pay a New Year call/wish somebody a Happy New Year/
拜师	/take as teacher/
拜寿	/congratulate an elderly person on his birthday/offer birthday felicitations/
拜托	/please/request someone to do something/
拜望	/call to pay one's respect/call on/
拜物教	/fetishism/
拜谒	/pay a formal visit/
稗	/millet/panicum crus/
稗子	/barnyard grass/
斑	/variegated/
斑白	/grizzled/greying/
斑斑	/full of stains/full of spots/
斑斑点点	/full of stains/full of spots/
斑驳	/mottled/motley/
斑驳陆离	/variegated/
斑布里奇	/Bainbridge/
斑翅山鹑	/partridge/
斑点	/spot/stain/speckle/
斑羚	/goral/
斑马	/zebra/
斑马线	/zebra line/
斑纹	/stripe/streak/
斑竹	/mottled bamboo/
斑斓	/gorgeous/variegated/
斑鸠	/culver/turtledove/
班	/team/class/rank/squad/work shift/Ban/(a measure word)/
班布里其	/Bambridge/
班长	/class leader/
班车	/regular bus/regular bus service/
班茨	/Banz/
班次	/order of classes at school/order of grades at school/number of runs/number of flights/
班底	/ordinary members of theatrical troupe/
班儿	/shift/class/
班房	/jail/
班夫	/Banff/
班夫－巴肯	/Banff and Buchan/
班戈	/Bangor/
班格尔马辛	/Banjarmasin/
班固	/Ban Gu/
班机	/airliner/airplane/plane/
班吉	/Bangui/
班级	/classes in school/grades in school/
班加罗尔	/Bangalore/
班加西	/Benghazi/
班克斯顿	/Bankstown/
班轮	/regular passenger ship/regular cargo ship/regular steamship service/
班门弄斧	/display one's slight skill before an expert/
班宁	/Banning/
班期	/schedule/
班上	/in class/at work/
班师	/withdraw troops from the front/return after victory/
班特里	/Bantry/
班图斯坦	/Bantustan/
班务会	/routine class meeting/
班珠尔	/Banjul/
班主任	/teacher in charge of a class/
班子	/organized group/theatrical troupe/
班组	/teams and groups/
班组长	/class and group leaders/
班禅	/Panchen/
班禅额尔德尼	/Panchen Erdeni/
搬	/remove/transport/move/shift/
搬家	/move/
搬弄	/move about/fiddle with/show off/display/
搬弄是非	/sow discord/tell tales/make mischief/
搬迁	/relocate/move/
搬用	/apply mechanically/
搬运	/carry/transport/
搬运费	/truckage/
搬运工	/porter/
搬走	/move out/
扳	/pull/draw/climb up/
扳不倒儿	/tumbler/roly-poly/
扳道	/railway switch/
扳道员	/pointsman/switchman/
扳回	/draw/pull back/
扳机	/trigger/
扳手	/wrench/spanner/lever/
扳子	/spanner/wrench/
般	/sort/kind/class/way/manner/
颁	/promulgate/send out/issue/grant/confer/
颁布	/promulgate/issue/publish/
颁布施行	/promulgate and execute/
颁发	/issue/promulgate/award/
颁给	/confer/
颁奖	/award/
颁授	/promulgate/issue/
颁行	/issue for enforcement/
板	/board/plank/plate/slab/boss/
板板六十四	/unaccommodating/rigid/
板报	/blackboard newspaper/
板壁	/wooden partition/
板擦儿	/blackboard eraser/
板材	/plate/
板凳	/wooden bench/wooden stool/
板斧	/broad axe/
板鼓	/small drum for marking time/
板规	/plate gauge/
板胡	/bowed stringed instrument with a thin wooden soundboard/
板极	/board-level/
板结	/harden/
板栗	/Chinese chestnut/
板梁桥	/plate girder bridge/
板门店	/Panmunjon/
板皮	/slab/
板球	/battledore/
板上钉钉	/that clinches it/that's final/no two ways about it/
板式	/type of meter for Chinese operatic music/
板书	/writing on the blackboard/
板刷	/scrubbing brush/
板条	/lath/
板条箱	/crate/
板鸭	/pressed salted duck/dried salted duck/
板牙	/front tooth/incisor/molar/screw die/threading die/
板烟	/tobacco plug/
板岩	/slate/
板眼	/measure in traditional Chinese music/orderliness/
板油	/leaf fat/leaf lard/
板羽球	/battledore and shuttlecock/shuttlecock/
板纸	/paperboard/board/
板滞	/stiff/dull/
板桩	/sheet pile/
板子	/board/plank/bamboo for corporal punishment/
版	/version/page/register/block of printing/edition/
版本	/version/edition/release/
版次	/the order in which editions are printed/
版画	/picture printed from an engraved plate/print/
版画家	/print engraver/
版刻	/carving/engraving/
版面	/space of a whole page/layout of a printed sheet/
版权	/copyright/
版权法	/copyright law/
版式	/format/
版税	/royalty/
版图	/domain/territory/
扮	/disguise oneself/dress up/adorn/
